Time,V(1),V(2),V(3),I(C1),I(L1),I(R1),I(V1)
0.000181,4.53742212270558,4.11465306861601,0.27739232575986,0.0422769054089561,0.0422769054089564,0.0422769054089565,-0.0422769054089565
0.000182,4.55052985342497,4.12391853923508,0.281658438901759,0.0426611314189895,0.0426611314189898,0.0426611314189898,-0.0426611314189899
0.000183,4.56345793701751,4.13299958626376,0.285963022409297,0.0430458350753754,0.0430458350753752,0.0430458350753753,-0.0430458350753753
0.000184,4.57620586310458,4.14189592255009,0.290306121814842,0.0434309940554489,0.0434309940554487,0.0434309940554488,-0.0434309940554489
0.000185,4.5887731284199,4.15060726837745,0.294687780415266,0.043816586004245,0.043816586004245,0.043816586004245,-0.043816586004245
0.000186,4.60115923682935,4.15913335147469,0.299108039268813,0.0442025885354658,0.0442025885354655,0.0442025885354656,-0.0442025885354656
0.000187,4.61336369935057,4.16747390702608,0.303566937192058,0.0445889792324494,0.044588979232449,0.044588979232449,-0.044588979232449
0.000188,4.62538603417229,4.17562867768087,0.308064510756972,0.0449757356491415,0.0449757356491413,0.0449757356491414,-0.0449757356491414
0.000189,4.6372257666733,4.18359741356261,0.312600794288079,0.0453628353110691,0.0453628353110688,0.0453628353110688,-0.0453628353110688
0.00019,4.64888242944125,4.19137987227815,0.31717581985971,0.0457502557163109,0.0457502557163106,0.0457502557163107,-0.0457502557163107
0.000191,4.66035556229105,4.19897581892631,0.321789617293357,0.0461379743364743,0.0461379743364739,0.046137974336474,-0.046137974336474
0.000192,4.67164471228306,4.20638502610636,0.326442214155124,0.0465259686176694,0.0465259686176691,0.0465259686176691,-0.0465259686176691
0.000193,4.68274943374096,4.21360727392609,0.331133635753273,0.0469142159814862,0.0469142159814864,0.0469142159814864,-0.0469142159814864
0.000194,4.69366928826937,4.22064235000963,0.33586390513587,0.0473026938259735,0.0473026938259737,0.0473026938259738,-0.0473026938259739
0.000195,4.70440384477112,4.22749004950497,0.340633043088532,0.047691379526616,0.0476913795266154,0.0476913795266154,-0.0476913795266154
0.000196,4.71495267946432,4.2341501750912,0.345441068132263,0.0480802504373112,0.0480802504373113,0.0480802504373114,-0.0480802504373113
0.000197,4.72531537589902,4.24062253698544,0.350287996521398,0.0484692838913575,0.0484692838913577,0.0484692838913578,-0.0484692838913577
0.000198,4.73549152497372,4.24690695294943,0.355173842241641,0.0488584572024287,0.0488584572024285,0.0488584572024285,-0.0488584572024285
0.000199,4.74548072495147,4.2530032482959,0.360098617008197,0.0492477476655573,0.0492477476655572,0.0492477476655573,-0.0492477476655573
0.0002,4.75528258147576,4.25891125589456,0.365062330264009,0.0496371325581202,0.0496371325581203,0.0496371325581204,-0.0496371325581204
0.000201,4.76489670758609,4.26463081617789,0.370064989178091,0.0500265891408203,0.0500265891408203,0.0500265891408204,-0.0500265891408204
0.000202,4.77432272373321,4.2701617771465,0.375106598643958,0.0504160946586713,0.0504160946586705,0.0504160946586707,-0.0504160946586706
0.000203,4.78356025779415,4.27550399437435,0.380187161278156,0.0508056263419798,0.0508056263419801,0.0508056263419802,-0.0508056263419802
